FID,VolcanoNumber,VolcanoName,SO2_Kilotons,StartDate,EndDate,GeoLocation,Emission_ID
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dd4,211060,Etna,10,19790804,19790804,POINT (14.999 37.748),4
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dd3,211060,Etna,70,19800902,19800906,POINT (14.999 37.748),5
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dd2,211060,Etna,10,19861130,19861130,POINT (14.999 37.748),6
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dd1,211060,Etna,37,19890919,19890919,POINT (14.999 37.748),7
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dd0,211060,Etna,10,19900115,19900115,POINT (14.999 37.748),8
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dcf,211060,Etna,10,20010725,20010725,POINT (14.999 37.748),9
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dce,211060,Etna,80,20021027,20021027,POINT (14.999 37.748),10
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dcd,211060,Etna,9.3,20061116,20061121,POINT (14.999 37.748),11
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dcc,211060,Etna,10.5,20070329,20070411,POINT (14.999 37.748),12
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dcb,211060,Etna,6,20070429,20070507,POINT (14.999 37.748),13
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dca,211060,Etna,12,20070904,20070904,POINT (14.999 37.748),14
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dc9,211060,Etna,10,20071124,20071124,POINT (14.999 37.748),15
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dc8,211060,Etna,46.5,20080510,20080513,POINT (14.999 37.748),16
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dc7,211060,Etna,7,20110112,20110112,POINT (14.999 37.748),17
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dc6,211060,Etna,8,20110218,20110218,POINT (14.999 37.748),18
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dc5,211060,Etna,5,20110410,20110410,POINT (14.999 37.748),19
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dc4,211060,Etna,6,20110512,20110512,POINT (14.999 37.748),20
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dc3,211060,Etna,52.7,20110709,20111023,POINT (14.999 37.748),21
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dc2,211060,Etna,4.8,20111115,20111115,POINT (14.999 37.748),22
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dc1,211060,Etna,6.5,20120105,20120105,POINT (14.999 37.748),23
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dc0,211060,Etna,1.1,20120209,20120209,POINT (14.999 37.748),24
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dbf,211060,Etna,31,20120304,20120424,POINT (14.999 37.748),25
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dbe,211060,Etna,5,20130228,20130228,POINT (14.999 37.748),26
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dbd,211060,Etna,7,20130427,20130427,POINT (14.999 37.748),27
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dbc,211060,Etna,10,20131026,20131026,POINT (14.999 37.748),28
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dbb,211060,Etna,40,20131117,20131230,POINT (14.999 37.748),29
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dba,211060,Etna,25,20151203,20151203,POINT (14.999 37.748),30
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6db9,221010,"Tair, Jebel at",80,20070930,20070930,POINT (41.83 15.55),31
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6db8,221020,Zubair Group,1,20111218,20111218,POINT (42.18 15.05),32
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6db7,221060,Alu-Dalafilla,150,20081103,20081103,POINT (40.553 13.793),33
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6db6,221101,Nabro,3650,20110613,20110613,POINT (41.7 13.37),34
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6db5,221115,Manda Hararo,26,20070812,20070812,POINT (40.82 12.17),35
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6db4,221115,Manda Hararo,34,20090629,20090629,POINT (40.82 12.17),36
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6db3,223020,Nyamuragira,884,19800131,19800131,POINT (29.2 -1.408),37
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6db2,223020,Nyamuragira,4122,19811225,19811225,POINT (29.2 -1.408),38
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6db1,223020,Nyamuragira,1384,19840223,19840223,POINT (29.2 -1.408),39
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6db0,223020,Nyamuragira,983,19860716,19860716,POINT (29.2 -1.408),40
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6daf,223020,Nyamuragira,28,19871231,19871231,POINT (29.2 -1.408),41
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dae,223020,Nyamuragira,2105,19890424,19890424,POINT (29.2 -1.408),42
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dad,223020,Nyamuragira,858,19910922,19910922,POINT (29.2 -1.408),43
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dac,223020,Nyamuragira,1514,19940705,19940705,POINT (29.2 -1.408),44
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6dab,223020,Nyamuragira,887,19961201,19961201,POINT (29.2 -1.408),45
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6daa,223020,Nyamuragira,2513,19981017,19981017,POINT (29.2 -1.408),46
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6da9,223020,Nyamuragira,317,20000128,20000128,POINT (29.2 -1.408),47
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6da8,223020,Nyamuragira,1651,20010206,20010206,POINT (29.2 -1.408),48
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6da7,223020,Nyamuragira,2321,20020725,20020725,POINT (29.2 -1.408),49
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6da6,223020,Nyamuragira,2587,20040508,20040508,POINT (29.2 -1.408),50
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6da5,223020,Nyamuragira,675,20061127,20061127,POINT (29.2 -1.408),51
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6da4,223020,Nyamuragira,601,20100102,20100102,POINT (29.2 -1.408),52
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6da3,223020,Nyamuragira,1719,20111107,20111107,POINT (29.2 -1.408),53
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6da2,223030,Nyiragongo,30,20020117,20020117,POINT (29.25 -1.52),54
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6da1,224010,Cameroon,3,19821018,19821018,POINT (9.17 4.203),55
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6da0,224010,Cameroon,45,19990330,19990330,POINT (9.17 4.203),56
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d9f,233010,Karthala,10,20050417,20050417,POINT (43.38 -11.75),57
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d9e,233010,Karthala,20,20051124,20051124,POINT (43.38 -11.75),58
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d9d,233010,Karthala,10,20060528,20060528,POINT (43.38 -11.75),59
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d9c,233010,Karthala,0.6,20070112,20070112,POINT (43.38 -11.75),60
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d9b,233020,"Fournaise, Piton de la",4,20021117,20021117,POINT (55.708 -21.244),61
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d9a,233020,"Fournaise, Piton de la",0.5,20041002,20041002,POINT (55.708 -21.244),62
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d99,233020,"Fournaise, Piton de la",10,20050226,20050226,POINT (55.708 -21.244),63
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d98,233020,"Fournaise, Piton de la",15,20051227,20051227,POINT (55.708 -21.244),64
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d97,233020,"Fournaise, Piton de la",1,20060831,20060831,POINT (55.708 -21.244),65
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d96,233020,"Fournaise, Piton de la",300,20070403,20070403,POINT (55.708 -21.244),66
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d95,233020,"Fournaise, Piton de la",1,20100111,20100111,POINT (55.708 -21.244),67
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d94,233020,"Fournaise, Piton de la",1,20101015,20101015,POINT (55.708 -21.244),68
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d93,233020,"Fournaise, Piton de la",1,20140621,20140621,POINT (55.708 -21.244),69
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d92,233020,"Fournaise, Piton de la",3,20150204,20150204,POINT (55.708 -21.244),70
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d91,233020,"Fournaise, Piton de la",2,20150518,20150518,POINT (55.708 -21.244),71
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d90,233020,"Fournaise, Piton de la",2,20150731,20150731,POINT (55.708 -21.244),72
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d8f,233020,"Fournaise, Piton de la",2,20150825,20150825,POINT (55.708 -21.244),73
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d8e,234010,Heard,10,19850114,19850114,POINT (73.513 -53.106),74
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d8d,241080,Tongariro,1,20120806,20120806,POINT (175.632 -39.157),75
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d8c,241100,Ruapehu,80,19960617,19960617,POINT (175.57 -39.28),76
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d8b,241100,Ruapehu,10,19960720,19960720,POINT (175.57 -39.28),77
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d8a,243040,Hunga Tonga-Hunga Ha'apai,14,20141224,20141224,POINT (-175.382 -20.536),78
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d89,243080,Home Reef,25,20060808,20060808,POINT (-174.775 -18.992),79
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d88,251020,Manam,3,19970208,19970208,POINT (145.037 -4.08),80
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d87,251020,Manam,17,19981005,19981005,POINT (145.037 -4.08),81
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d86,251020,Manam,10,20020519,20020519,POINT (145.037 -4.08),82
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d85,251020,Manam,152,20041024,20041127,POINT (145.037 -4.08),83
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d84,251020,Manam,38,20041220,20041220,POINT (145.037 -4.08),84
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d83,251020,Manam,140,20050128,20050128,POINT (145.037 -4.08),85
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d82,251020,Manam,50,20060227,20060227,POINT (145.037 -4.08),86
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d81,251020,Manam,10,20130413,20130413,POINT (145.037 -4.08),87
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d80,251020,Manam,50,20150731,20150731,POINT (145.037 -4.08),88
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d7f,251030,Karkar,50,19790308,19790308,POINT (145.964 -4.649),89
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d7e,252070,Krummel-Garbuna-Welcker,1,20071111,20071111,POINT (150.027 -5.416),90
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d7d,252120,Ulawun,200,19801007,19801007,POINT (151.33 -5.05),91
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d7c,252120,Ulawun,70,19851120,19851120,POINT (151.33 -5.05),92
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d7b,252120,Ulawun,37,20000928,20000928,POINT (151.33 -5.05),93
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d7a,252120,Ulawun,30,20010430,20010430,POINT (151.33 -5.05),94
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d79,252120,Ulawun,10,20020827,20020827,POINT (151.33 -5.05),95
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d78,252140,Rabaul,200,19940919,19940919,POINT (152.203 -4.271),96
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d77,252140,Rabaul,300,20061007,20061007,POINT (152.203 -4.271),97
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d76,252140,Rabaul,31,20140829,20140829,POINT (152.203 -4.271),98
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d75,256010,Tinakula,2,20060212,20060212,POINT (165.804 -10.386),99
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d74,257040,Ambrym,87,19781205,19781205,POINT (168.12 -16.25),100
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d73,257040,Ambrym,10,19861115,19861115,POINT (168.12 -16.25),101
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d72,257040,Ambrym,25,19890424,19890424,POINT (168.12 -16.25),102
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d71,257040,Ambrym,20,20150221,20150221,POINT (168.12 -16.25),103
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d70,257050,Lopevi,38,19800818,19800818,POINT (168.346 -16.507),104
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d6f,257050,Lopevi,27,19821025,19821025,POINT (168.346 -16.507),105
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d6e,257050,Lopevi,50,20030609,20030609,POINT (168.346 -16.507),106
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d6d,257050,Lopevi,22,20040928,20040928,POINT (168.346 -16.507),107
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d6c,257050,Lopevi,12,20070420,20070420,POINT (168.346 -16.507),108
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d6b,260010,Barren Island,0.2,20060405,20060405,POINT (93.858 12.278),109
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d6a,261080,Sinabung,20,20140111,20140111,POINT (98.392 3.17),110
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d69,261160,Talang,1,20050412,20050412,POINT (100.681 -0.979),111
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d68,263100,Papandayan,7,20021113,20021113,POINT (107.73 -7.32),112
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d67,263140,Galunggung,730,19820405,19820603,POINT (108.058 -7.25),113
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d66,263140,Galunggung,430,19820624,19820624,POINT (108.058 -7.25),114
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d65,263140,Galunggung,440,19820713,19820717,POINT (108.058 -7.25),115
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d64,263140,Galunggung,130,19820815,19820918,POINT (108.058 -7.25),116
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d63,263250,Merapi,10,20060615,20060615,POINT (110.446 -7.54),117
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d62,263250,Merapi,300,20101104,20101104,POINT (110.446 -7.54),118
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d61,263280,Kelut,150,19900211,19900211,POINT (112.308 -7.93),119
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d60,263280,Kelut,200,20140213,20140213,POINT (112.308 -7.93),120
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d5f,263310,Tengger Caldera,31,20040609,20040609,POINT (112.95 -7.942),121
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d5e,263310,Tengger Caldera,5,20101129,20101129,POINT (112.95 -7.942),122
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d5d,263310,Tengger Caldera,12,20101220,20101226,POINT (112.95 -7.942),123
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d5c,263310,Tengger Caldera,24,20110128,20110212,POINT (112.95 -7.942),124
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d5b,264030,Rinjani,10,19940603,19940603,POINT (116.47 -8.42),125
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d5a,264050,Sangeang Api,100,20140530,20140530,POINT (119.07 -8.2),126
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d59,264150,Paluweh,40,20130202,20130202,POINT (121.708 -8.32),127
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d58,265090,Banda Api,250,19880509,19880509,POINT (129.881 -4.523),128
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d57,266010,Colo,200,19830724,19830724,POINT (121.601 -0.162),129
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d56,266030,Soputan,90,19820827,19820827,POINT (124.737 1.112),130
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d55,266030,Soputan,13,19821110,19821110,POINT (124.737 1.112),131
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d54,266030,Soputan,166,19840524,19840524,POINT (124.737 1.112),132
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d53,266030,Soputan,26,19840831,19840831,POINT (124.737 1.112),133
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d52,266030,Soputan,12,19850520,19850520,POINT (124.737 1.112),134
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d51,266030,Soputan,16,20030901,20030901,POINT (124.737 1.112),135
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d50,266030,Soputan,10,20041018,20041018,POINT (124.737 1.112),136
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d4f,266030,Soputan,15,20041213,20041213,POINT (124.737 1.112),137
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d4e,266030,Soputan,1.5,20050420,20050420,POINT (124.737 1.112),138
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d4d,266030,Soputan,5,20051227,20051227,POINT (124.737 1.112),139
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d4c,266030,Soputan,10,20061214,20061214,POINT (124.737 1.112),140
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d4b,266030,Soputan,5,20070814,20070814,POINT (124.737 1.112),141
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d4a,266030,Soputan,12,20071025,20071025,POINT (124.737 1.112),142
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d49,266030,Soputan,33,20080606,20080606,POINT (124.737 1.112),143
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d48,266030,Soputan,16,20081006,20081006,POINT (124.737 1.112),144
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d47,266030,Soputan,10,20110703,20110703,POINT (124.737 1.112),145
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d46,266030,Soputan,2,20110814,20110814,POINT (124.737 1.112),146
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d45,266030,Soputan,2,20120827,20120827,POINT (124.737 1.112),147
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d44,266030,Soputan,10,20120918,20120918,POINT (124.737 1.112),148
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d43,266030,Soputan,2,20150202,20150202,POINT (124.737 1.112),149
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d42,266030,Soputan,3,20160105,20160105,POINT (124.737 1.112),150
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d41,266030,Soputan,5,20160206,20160206,POINT (124.737 1.112),151
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d40,266100,Lokon-Empung,20,19911025,19911025,POINT (124.792 1.358),152
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d3f,267010,Ruang,80,20020926,20020926,POINT (125.37 2.3),153
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d3e,268040,Gamkonora,1,20070709,20070709,POINT (127.53 1.38),154
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d3d,268060,Gamalama,5,20030731,20030731,POINT (127.33 0.8),155
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d3c,268060,Gamalama,8,20111204,20111204,POINT (127.33 0.8),156
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d3b,268070,Makian,50,19880729,19880729,POINT (127.4 0.32),157
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d3a,272020,Kanlaon,10,19850314,19850314,POINT (123.132 10.412),158
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d39,273010,Bulusan,1,20060321,20060321,POINT (124.056 12.769),159
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d38,273010,Bulusan,0.5,20070408,20070408,POINT (124.056 12.769),160
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d37,273010,Bulusan,1,20070512,20070512,POINT (124.056 12.769),161
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d36,273010,Bulusan,1,20070731,20070731,POINT (124.056 12.769),162
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d35,273010,Bulusan,1.2,20110221,20110221,POINT (124.056 12.769),163
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d34,273030,Mayon,50,19840913,19840913,POINT (123.685 13.257),164
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d33,273083,Pinatubo,18194,19910613,19910615,POINT (120.35 15.13),165
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d32,282050,Kuchinoerabujima,4,20150529,20150529,POINT (130.217 30.443),166
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d31,282090,Kirishimayama,30,20110126,20110126,POINT (130.862 31.934),167
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d30,283040,Ontakesan,1,20140927,20140927,POINT (137.48 35.893),168
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d2f,283110,Asamayama,101,20040901,20040915,POINT (138.523 36.406),169
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d2e,284010,Izu-Oshima,22,19861119,19861119,POINT (139.394 34.724),170
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d2d,284040,Miyakejima,64,20000818,20000828,POINT (139.526 34.094),171
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d2c,284170,Pagan,320,19810515,19810515,POINT (145.8 18.13),172
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d2b,284200,Anatahan,494,20030511,20030613,POINT (145.67 16.35),173
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d2a,284200,Anatahan,2324.2,20050405,20050903,POINT (145.67 16.35),174
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d29,290240,Sarychev Peak,1200,20090615,20090615,POINT (153.2 48.092),175
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d28,290360,Chikurachki,750,19861120,19861202,POINT (155.461 50.324),176
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d27,290360,Chikurachki,5,20050312,20050312,POINT (155.461 50.324),177
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d26,290360,Chikurachki,30,20070304,20070304,POINT (155.461 50.324),178
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d25,290360,Chikurachki,20,20070819,20070819,POINT (155.461 50.324),179
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d24,290360,Chikurachki,20,20080718,20080718,POINT (155.461 50.324),180
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d23,290360,Chikurachki,5,20150216,20150216,POINT (155.461 50.324),181
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d22,290360,Chikurachki,4,20160330,20160330,POINT (155.461 50.324),182
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d21,290390,Alaid,1110,19810427,19810508,POINT (155.565 50.861),183
E3WebApp_Emissions.fid--4d9842f7_16247cd462d_-6d20,300090,Koryaksky,2,20090816,20090816,POINT (158.712 53.321),184
